2025-09-02 10:05:05 - INFO - **************************************************No.0-fold**************************************************
2025-09-02 10:05:06 - INFO - Number of train: 3068
2025-09-02 10:05:06 - INFO - Number of val: 340
2025-09-02 10:05:06 - INFO - Number of test: 690
2025-09-02 10:05:14 - INFO - epoch-0, loss-0.0325, val_acc-0.4529, val_f1-0.6076, val_pre-0.4377, val_rec-0.9931, val_rocauc-0.7048, val_prc-0.6032, val_loss-0.0287, val_pcc-0.3925 ***
2025-09-02 10:05:22 - INFO - epoch-1, loss-0.0292, val_acc-0.5941, val_f1-0.6584, val_pre-0.5135, val_rec-0.9172, val_rocauc-0.7537, val_prc-0.6796, val_loss-0.0258, val_pcc-0.4384 ***
2025-09-02 10:05:29 - INFO - epoch-2, loss-0.0277, val_acc-0.6265, val_f1-0.6785, val_pre-0.5360, val_rec-0.9241, val_rocauc-0.7629, val_prc-0.6946, val_loss-0.0245, val_pcc-0.4839 ***
2025-09-02 10:05:37 - INFO - epoch-3, loss-0.0262, val_acc-0.6529, val_f1-0.6590, val_pre-0.5672, val_rec-0.7862, val_rocauc-0.7476, val_prc-0.6848, val_loss-0.0234, val_pcc-0.4920 ***
2025-09-02 10:05:45 - INFO - epoch-4, loss-0.0256, val_acc-0.7147, val_f1-0.6881, val_pre-0.6446, val_rec-0.7379, val_rocauc-0.7637, val_prc-0.6897, val_loss-0.0234, val_pcc-0.5021 ***
2025-09-02 10:05:53 - INFO - epoch-5, loss-0.0255, val_acc-0.6676, val_f1-0.6987, val_pre-0.5696, val_rec-0.9034, val_rocauc-0.7666, val_prc-0.6855, val_loss-0.0231, val_pcc-0.5132 ***
2025-09-02 10:06:00 - INFO - epoch-6, loss-0.0247, val_acc-0.6412, val_f1-0.6806, val_pre-0.5485, val_rec-0.8966, val_rocauc-0.7637, val_prc-0.6816, val_loss-0.0231, val_pcc-0.5099 
2025-09-02 10:06:08 - INFO - epoch-7, loss-0.0248, val_acc-0.6059, val_f1-0.6683, val_pre-0.5212, val_rec-0.9310, val_rocauc-0.7608, val_prc-0.6796, val_loss-0.0245, val_pcc-0.5090 
2025-09-02 10:06:17 - INFO - epoch-8, loss-0.0243, val_acc-0.6059, val_f1-0.6732, val_pre-0.5208, val_rec-0.9517, val_rocauc-0.7629, val_prc-0.6857, val_loss-0.0242, val_pcc-0.5264 ***
2025-09-02 10:06:25 - INFO - epoch-9, loss-0.0247, val_acc-0.6118, val_f1-0.6780, val_pre-0.5245, val_rec-0.9586, val_rocauc-0.7514, val_prc-0.6627, val_loss-0.0248, val_pcc-0.5246 
2025-09-02 10:06:33 - INFO - epoch-10, loss-0.0248, val_acc-0.6500, val_f1-0.6925, val_pre-0.5537, val_rec-0.9241, val_rocauc-0.7577, val_prc-0.6785, val_loss-0.0233, val_pcc-0.5224 
2025-09-02 10:06:41 - INFO - epoch-11, loss-0.0241, val_acc-0.6588, val_f1-0.6931, val_pre-0.5622, val_rec-0.9034, val_rocauc-0.7446, val_prc-0.6600, val_loss-0.0232, val_pcc-0.5095 
2025-09-02 10:06:49 - INFO - epoch-12, loss-0.0239, val_acc-0.6059, val_f1-0.6683, val_pre-0.5212, val_rec-0.9310, val_rocauc-0.7527, val_prc-0.6685, val_loss-0.0248, val_pcc-0.5168 
2025-09-02 10:06:57 - INFO - epoch-13, loss-0.0238, val_acc-0.6647, val_f1-0.6851, val_pre-0.5714, val_rec-0.8552, val_rocauc-0.7481, val_prc-0.6670, val_loss-0.0223, val_pcc-0.5214 
2025-09-02 10:07:06 - INFO - epoch-14, loss-0.0239, val_acc-0.6794, val_f1-0.6997, val_pre-0.5826, val_rec-0.8759, val_rocauc-0.7564, val_prc-0.6747, val_loss-0.0223, val_pcc-0.5249 
2025-09-02 10:07:14 - INFO - epoch-15, loss-0.0237, val_acc-0.6735, val_f1-0.6992, val_pre-0.5759, val_rec-0.8897, val_rocauc-0.7551, val_prc-0.6676, val_loss-0.0221, val_pcc-0.5339 ***
2025-09-02 10:07:22 - INFO - epoch-16, loss-0.0242, val_acc-0.6529, val_f1-0.6862, val_pre-0.5584, val_rec-0.8897, val_rocauc-0.7500, val_prc-0.6657, val_loss-0.0225, val_pcc-0.5256 
2025-09-02 10:07:30 - INFO - epoch-17, loss-0.0241, val_acc-0.6529, val_f1-0.6488, val_pre-0.5707, val_rec-0.7517, val_rocauc-0.7458, val_prc-0.6727, val_loss-0.0223, val_pcc-0.5207 
2025-09-02 10:07:38 - INFO - epoch-18, loss-0.0235, val_acc-0.6706, val_f1-0.6744, val_pre-0.5829, val_rec-0.8000, val_rocauc-0.7442, val_prc-0.6507, val_loss-0.0222, val_pcc-0.5246 
2025-09-02 10:07:46 - INFO - epoch-19, loss-0.0236, val_acc-0.6147, val_f1-0.6700, val_pre-0.5278, val_rec-0.9172, val_rocauc-0.7484, val_prc-0.6637, val_loss-0.0236, val_pcc-0.5339 
2025-09-02 10:07:54 - INFO - epoch-20, loss-0.0237, val_acc-0.6765, val_f1-0.6893, val_pre-0.5837, val_rec-0.8414, val_rocauc-0.7537, val_prc-0.6652, val_loss-0.0220, val_pcc-0.5307 
2025-09-02 10:08:02 - INFO - epoch-21, loss-0.0233, val_acc-0.6647, val_f1-0.6524, val_pre-0.5847, val_rec-0.7379, val_rocauc-0.7556, val_prc-0.6831, val_loss-0.0220, val_pcc-0.5347 ***
2025-09-02 10:08:10 - INFO - epoch-22, loss-0.0236, val_acc-0.6735, val_f1-0.6408, val_pre-0.6037, val_rec-0.6828, val_rocauc-0.7508, val_prc-0.6672, val_loss-0.0226, val_pcc-0.5291 
2025-09-02 10:08:17 - INFO - epoch-23, loss-0.0233, val_acc-0.6324, val_f1-0.6736, val_pre-0.5420, val_rec-0.8897, val_rocauc-0.7475, val_prc-0.6538, val_loss-0.0228, val_pcc-0.5325 
2025-09-02 10:08:24 - INFO - epoch-24, loss-0.0232, val_acc-0.6647, val_f1-0.6647, val_pre-0.5795, val_rec-0.7793, val_rocauc-0.7507, val_prc-0.6753, val_loss-0.0218, val_pcc-0.5392 ***
2025-09-02 10:08:32 - INFO - epoch-25, loss-0.0230, val_acc-0.6618, val_f1-0.6933, val_pre-0.5652, val_rec-0.8966, val_rocauc-0.7455, val_prc-0.6569, val_loss-0.0222, val_pcc-0.5339 
2025-09-02 10:08:40 - INFO - epoch-26, loss-0.0232, val_acc-0.6529, val_f1-0.6667, val_pre-0.5646, val_rec-0.8138, val_rocauc-0.7420, val_prc-0.6666, val_loss-0.0222, val_pcc-0.5246 
2025-09-02 10:08:48 - INFO - epoch-27, loss-0.0227, val_acc-0.6235, val_f1-0.6816, val_pre-0.5331, val_rec-0.9448, val_rocauc-0.7489, val_prc-0.6538, val_loss-0.0242, val_pcc-0.5313 
2025-09-02 10:08:56 - INFO - epoch-28, loss-0.0228, val_acc-0.6647, val_f1-0.6607, val_pre-0.5812, val_rec-0.7655, val_rocauc-0.7455, val_prc-0.6566, val_loss-0.0220, val_pcc-0.5345 
2025-09-02 10:09:04 - INFO - epoch-29, loss-0.0228, val_acc-0.6647, val_f1-0.6935, val_pre-0.5683, val_rec-0.8897, val_rocauc-0.7432, val_prc-0.6530, val_loss-0.0220, val_pcc-0.5402 ***
2025-09-02 10:09:11 - INFO - epoch-30, loss-0.0227, val_acc-0.6529, val_f1-0.6878, val_pre-0.5579, val_rec-0.8966, val_rocauc-0.7397, val_prc-0.6563, val_loss-0.0224, val_pcc-0.5379 
2025-09-02 10:09:18 - INFO - epoch-31, loss-0.0226, val_acc-0.6529, val_f1-0.6845, val_pre-0.5590, val_rec-0.8828, val_rocauc-0.7457, val_prc-0.6596, val_loss-0.0218, val_pcc-0.5446 ***
2025-09-02 10:09:25 - INFO - epoch-32, loss-0.0231, val_acc-0.6500, val_f1-0.6860, val_pre-0.5556, val_rec-0.8966, val_rocauc-0.7474, val_prc-0.6668, val_loss-0.0223, val_pcc-0.5445 
2025-09-02 10:09:32 - INFO - epoch-33, loss-0.0224, val_acc-0.6618, val_f1-0.6761, val_pre-0.5714, val_rec-0.8276, val_rocauc-0.7463, val_prc-0.6602, val_loss-0.0214, val_pcc-0.5492 ***
2025-09-02 10:09:40 - INFO - epoch-34, loss-0.0223, val_acc-0.6647, val_f1-0.6798, val_pre-0.5735, val_rec-0.8345, val_rocauc-0.7448, val_prc-0.6577, val_loss-0.0217, val_pcc-0.5394 
2025-09-02 10:09:48 - INFO - epoch-35, loss-0.0224, val_acc-0.6647, val_f1-0.6816, val_pre-0.5728, val_rec-0.8414, val_rocauc-0.7526, val_prc-0.6667, val_loss-0.0216, val_pcc-0.5460 
