2025-09-18 19:18:54 - INFO - Number of train: 3068
2025-09-18 19:18:54 - INFO - Number of val: 340
2025-09-18 19:18:54 - INFO - Number of test: 690
2025-09-18 19:19:04 - INFO - epoch-0, loss-0.0324, val_acc-0.5735,val_f1-0.7290, val_pre-0.5735, val_rec-1.0000, val_rocauc-0.8104, val_prc-0.8501,val_pcc-0.5562,val_loss-0.0287 ***
2025-09-18 19:19:14 - INFO - epoch-1, loss-0.0289, val_acc-0.7088,val_f1-0.7824, val_pre-0.6846, val_rec-0.9128, val_rocauc-0.8145, val_prc-0.8528,val_pcc-0.5627,val_loss-0.0247 ***
2025-09-18 19:19:24 - INFO - epoch-2, loss-0.0271, val_acc-0.7412,val_f1-0.7789, val_pre-0.7635, val_rec-0.7949, val_rocauc-0.8168, val_prc-0.8537,val_pcc-0.5696,val_loss-0.0236 ***
2025-09-18 19:19:34 - INFO - epoch-3, loss-0.0262, val_acc-0.6265,val_f1-0.5512, val_pre-0.8864, val_rec-0.4000, val_rocauc-0.8187, val_prc-0.8545,val_pcc-0.5657,val_loss-0.0304 
2025-09-18 19:19:44 - INFO - epoch-4, loss-0.0261, val_acc-0.7618,val_f1-0.8076, val_pre-0.7522, val_rec-0.8718, val_rocauc-0.8202, val_prc-0.8545,val_pcc-0.5794,val_loss-0.0225 ***
2025-09-18 19:19:53 - INFO - epoch-5, loss-0.0254, val_acc-0.7676,val_f1-0.8124, val_pre-0.7566, val_rec-0.8769, val_rocauc-0.8203, val_prc-0.8535,val_pcc-0.5843,val_loss-0.0218 ***
2025-09-18 19:20:03 - INFO - epoch-6, loss-0.0250, val_acc-0.7471,val_f1-0.7839, val_pre-0.7685, val_rec-0.8000, val_rocauc-0.8225, val_prc-0.8555,val_pcc-0.5863,val_loss-0.0218 ***
2025-09-18 19:20:12 - INFO - epoch-7, loss-0.0250, val_acc-0.6882,val_f1-0.7754, val_pre-0.6606, val_rec-0.9385, val_rocauc-0.8218, val_prc-0.8508,val_pcc-0.5903,val_loss-0.0235 ***
2025-09-18 19:20:22 - INFO - epoch-8, loss-0.0248, val_acc-0.7412,val_f1-0.7766, val_pre-0.7688, val_rec-0.7846, val_rocauc-0.8235, val_prc-0.8549,val_pcc-0.5912,val_loss-0.0219 ***
2025-09-18 19:20:32 - INFO - epoch-9, loss-0.0250, val_acc-0.7441,val_f1-0.7717, val_pre-0.7903, val_rec-0.7538, val_rocauc-0.8250, val_prc-0.8564,val_pcc-0.5904,val_loss-0.0219 
2025-09-18 19:20:41 - INFO - epoch-10, loss-0.0246, val_acc-0.7706,val_f1-0.8160, val_pre-0.7555, val_rec-0.8872, val_rocauc-0.8232, val_prc-0.8498,val_pcc-0.5936,val_loss-0.0216 ***
2025-09-18 19:20:51 - INFO - epoch-11, loss-0.0242, val_acc-0.7500,val_f1-0.7848, val_pre-0.7750, val_rec-0.7949, val_rocauc-0.8266, val_prc-0.8569,val_pcc-0.5969,val_loss-0.0214 ***
2025-09-18 19:21:01 - INFO - epoch-12, loss-0.0242, val_acc-0.7647,val_f1-0.8086, val_pre-0.7578, val_rec-0.8667, val_rocauc-0.8242, val_prc-0.8491,val_pcc-0.5987,val_loss-0.0214 ***
2025-09-18 19:21:11 - INFO - epoch-13, loss-0.0244, val_acc-0.7382,val_f1-0.7548, val_pre-0.8155, val_rec-0.7026, val_rocauc-0.8279, val_prc-0.8576,val_pcc-0.5971,val_loss-0.0224 
2025-09-18 19:21:20 - INFO - epoch-14, loss-0.0242, val_acc-0.7559,val_f1-0.7844, val_pre-0.7947, val_rec-0.7744, val_rocauc-0.8278, val_prc-0.8573,val_pcc-0.5992,val_loss-0.0215 ***
2025-09-18 19:21:29 - INFO - epoch-15, loss-0.0240, val_acc-0.7441,val_f1-0.7549, val_pre-0.8375, val_rec-0.6872, val_rocauc-0.8274, val_prc-0.8566,val_pcc-0.5970,val_loss-0.0231 
2025-09-18 19:21:38 - INFO - epoch-16, loss-0.0236, val_acc-0.7324,val_f1-0.7316, val_pre-0.8611, val_rec-0.6359, val_rocauc-0.8298, val_prc-0.8592,val_pcc-0.6002,val_loss-0.0246 ***
2025-09-18 19:21:48 - INFO - epoch-17, loss-0.0238, val_acc-0.7118,val_f1-0.7030, val_pre-0.8593, val_rec-0.5949, val_rocauc-0.8313, val_prc-0.8605,val_pcc-0.5993,val_loss-0.0260 
2025-09-18 19:21:57 - INFO - epoch-18, loss-0.0238, val_acc-0.7588,val_f1-0.7865, val_pre-0.7989, val_rec-0.7744, val_rocauc-0.8316, val_prc-0.8587,val_pcc-0.6055,val_loss-0.0214 ***
2025-09-18 19:22:07 - INFO - epoch-19, loss-0.0234, val_acc-0.7735,val_f1-0.8127, val_pre-0.7731, val_rec-0.8564, val_rocauc-0.8331, val_prc-0.8580,val_pcc-0.6088,val_loss-0.0205 ***
2025-09-18 19:22:16 - INFO - epoch-20, loss-0.0235, val_acc-0.7618,val_f1-0.7863, val_pre-0.8098, val_rec-0.7641, val_rocauc-0.8327, val_prc-0.8600,val_pcc-0.6068,val_loss-0.0216 
2025-09-18 19:22:26 - INFO - epoch-21, loss-0.0236, val_acc-0.7765,val_f1-0.8182, val_pre-0.7668, val_rec-0.8769, val_rocauc-0.8328, val_prc-0.8577,val_pcc-0.6101,val_loss-0.0206 ***
2025-09-18 19:22:37 - INFO - epoch-22, loss-0.0233, val_acc-0.7794,val_f1-0.8101, val_pre-0.8000, val_rec-0.8205, val_rocauc-0.8333, val_prc-0.8583,val_pcc-0.6100,val_loss-0.0207 
2025-09-18 19:22:46 - INFO - epoch-23, loss-0.0230, val_acc-0.7765,val_f1-0.8155, val_pre-0.7742, val_rec-0.8615, val_rocauc-0.8322, val_prc-0.8546,val_pcc-0.6098,val_loss-0.0207 
2025-09-18 19:22:56 - INFO - epoch-24, loss-0.0238, val_acc-0.7676,val_f1-0.8068, val_pre-0.7710, val_rec-0.8462, val_rocauc-0.8350, val_prc-0.8590,val_pcc-0.6113,val_loss-0.0207 ***
2025-09-18 19:23:06 - INFO - epoch-25, loss-0.0231, val_acc-0.7706,val_f1-0.7947, val_pre-0.8162, val_rec-0.7744, val_rocauc-0.8353, val_prc-0.8605,val_pcc-0.6112,val_loss-0.0211 
2025-09-18 19:23:15 - INFO - epoch-26, loss-0.0229, val_acc-0.7794,val_f1-0.8219, val_pre-0.7655, val_rec-0.8872, val_rocauc-0.8398, val_prc-0.8625,val_pcc-0.6196,val_loss-0.0203 ***
2025-09-18 19:23:24 - INFO - epoch-27, loss-0.0227, val_acc-0.7412,val_f1-0.8027, val_pre-0.7131, val_rec-0.9179, val_rocauc-0.8393, val_prc-0.8610,val_pcc-0.6183,val_loss-0.0209 
2025-09-18 19:23:33 - INFO - epoch-28, loss-0.0227, val_acc-0.7794,val_f1-0.8072, val_pre-0.8093, val_rec-0.8051, val_rocauc-0.8416, val_prc-0.8652,val_pcc-0.6232,val_loss-0.0204 ***
2025-09-18 19:23:42 - INFO - epoch-29, loss-0.0230, val_acc-0.7794,val_f1-0.8072, val_pre-0.8093, val_rec-0.8051, val_rocauc-0.8422, val_prc-0.8670,val_pcc-0.6227,val_loss-0.0206 
2025-09-18 19:23:52 - INFO - epoch-30, loss-0.0229, val_acc-0.7824,val_f1-0.8083, val_pre-0.8168, val_rec-0.8000, val_rocauc-0.8404, val_prc-0.8631,val_pcc-0.6215,val_loss-0.0205 
2025-09-18 19:24:02 - INFO - epoch-31, loss-0.0229, val_acc-0.7382,val_f1-0.7479, val_pre-0.8354, val_rec-0.6769, val_rocauc-0.8402, val_prc-0.8650,val_pcc-0.6185,val_loss-0.0231 
2025-09-18 19:24:11 - INFO - epoch-32, loss-0.0226, val_acc-0.7853,val_f1-0.8123, val_pre-0.8144, val_rec-0.8103, val_rocauc-0.8448, val_prc-0.8661,val_pcc-0.6280,val_loss-0.0201 ***
2025-09-18 19:24:21 - INFO - epoch-33, loss-0.0225, val_acc-0.7471,val_f1-0.7571, val_pre-0.8428, val_rec-0.6872, val_rocauc-0.8441, val_prc-0.8676,val_pcc-0.6260,val_loss-0.0225 
2025-09-18 19:24:30 - INFO - epoch-34, loss-0.0224, val_acc-0.7853,val_f1-0.8170, val_pre-0.7990, val_rec-0.8359, val_rocauc-0.8426, val_prc-0.8636,val_pcc-0.6286,val_loss-0.0200 ***
2025-09-18 19:24:39 - INFO - epoch-35, loss-0.0222, val_acc-0.7559,val_f1-0.7662, val_pre-0.8500, val_rec-0.6974, val_rocauc-0.8468, val_prc-0.8681,val_pcc-0.6306,val_loss-0.0224 ***
2025-09-18 19:24:49 - INFO - epoch-36, loss-0.0223, val_acc-0.7794,val_f1-0.8092, val_pre-0.8030, val_rec-0.8154, val_rocauc-0.8510, val_prc-0.8725,val_pcc-0.6357,val_loss-0.0196 ***
2025-09-18 19:24:59 - INFO - epoch-37, loss-0.0224, val_acc-0.7912,val_f1-0.8256, val_pre-0.7925, val_rec-0.8615, val_rocauc-0.8509, val_prc-0.8712,val_pcc-0.6386,val_loss-0.0193 ***
2025-09-18 19:25:10 - INFO - epoch-38, loss-0.0219, val_acc-0.7941,val_f1-0.8259, val_pre-0.8019, val_rec-0.8513, val_rocauc-0.8450, val_prc-0.8649,val_pcc-0.6338,val_loss-0.0196 
2025-09-18 19:25:19 - INFO - epoch-39, loss-0.0219, val_acc-0.7853,val_f1-0.8241, val_pre-0.7773, val_rec-0.8769, val_rocauc-0.8552, val_prc-0.8735,val_pcc-0.6427,val_loss-0.0194 ***
2025-09-18 19:25:29 - INFO - epoch-40, loss-0.0221, val_acc-0.7647,val_f1-0.7778, val_pre-0.8485, val_rec-0.7179, val_rocauc-0.8520, val_prc-0.8728,val_pcc-0.6309,val_loss-0.0220 
2025-09-18 19:25:39 - INFO - epoch-41, loss-0.0218, val_acc-0.7735,val_f1-0.7890, val_pre-0.8471, val_rec-0.7385, val_rocauc-0.8551, val_prc-0.8766,val_pcc-0.6406,val_loss-0.0210 
2025-09-18 19:25:48 - INFO - epoch-42, loss-0.0217, val_acc-0.8000,val_f1-0.8229, val_pre-0.8360, val_rec-0.8103, val_rocauc-0.8561, val_prc-0.8759,val_pcc-0.6438,val_loss-0.0198 ***
2025-09-18 19:25:57 - INFO - epoch-43, loss-0.0217, val_acc-0.7500,val_f1-0.8098, val_pre-0.7183, val_rec-0.9282, val_rocauc-0.8505, val_prc-0.8700,val_pcc-0.6419,val_loss-0.0201 
2025-09-18 19:26:07 - INFO - epoch-44, loss-0.0217, val_acc-0.7794,val_f1-0.8052, val_pre-0.8158, val_rec-0.7949, val_rocauc-0.8551, val_prc-0.8756,val_pcc-0.6474,val_loss-0.0202 ***
2025-09-18 19:26:16 - INFO - epoch-45, loss-0.0219, val_acc-0.7941,val_f1-0.8223, val_pre-0.8141, val_rec-0.8308, val_rocauc-0.8569, val_prc-0.8754,val_pcc-0.6490,val_loss-0.0189 ***
2025-09-18 19:26:25 - INFO - epoch-46, loss-0.0216, val_acc-0.7853,val_f1-0.8258, val_pre-0.7723, val_rec-0.8872, val_rocauc-0.8591, val_prc-0.8735,val_pcc-0.6535,val_loss-0.0188 ***
2025-09-18 19:26:34 - INFO - epoch-47, loss-0.0212, val_acc-0.7647,val_f1-0.8182, val_pre-0.7347, val_rec-0.9231, val_rocauc-0.8557, val_prc-0.8684,val_pcc-0.6518,val_loss-0.0196 
2025-09-18 19:26:44 - INFO - epoch-48, loss-0.0212, val_acc-0.7618,val_f1-0.8163, val_pre-0.7317, val_rec-0.9231, val_rocauc-0.8583, val_prc-0.8702,val_pcc-0.6526,val_loss-0.0195 
2025-09-18 19:26:53 - INFO - epoch-49, loss-0.0209, val_acc-0.7853,val_f1-0.8198, val_pre-0.7905, val_rec-0.8513, val_rocauc-0.8567, val_prc-0.8714,val_pcc-0.6573,val_loss-0.0187 ***
2025-09-18 19:27:02 - INFO - epoch-50, loss-0.0210, val_acc-0.7412,val_f1-0.7556, val_pre-0.8242, val_rec-0.6974, val_rocauc-0.8420, val_prc-0.8619,val_pcc-0.6351,val_loss-0.0214 
2025-09-18 19:27:12 - INFO - epoch-51, loss-0.0211, val_acc-0.7706,val_f1-0.8010, val_pre-0.7970, val_rec-0.8051, val_rocauc-0.8571, val_prc-0.8716,val_pcc-0.6504,val_loss-0.0190 
2025-09-18 19:27:21 - INFO - epoch-52, loss-0.0207, val_acc-0.7706,val_f1-0.8143, val_pre-0.7600, val_rec-0.8769, val_rocauc-0.8601, val_prc-0.8744,val_pcc-0.6530,val_loss-0.0188 
2025-09-18 19:27:31 - INFO - epoch-53, loss-0.0208, val_acc-0.7765,val_f1-0.8051, val_pre-0.8051, val_rec-0.8051, val_rocauc-0.8599, val_prc-0.8745,val_pcc-0.6530,val_loss-0.0193 
2025-09-18 19:27:41 - INFO - epoch-54, loss-0.0206, val_acc-0.7735,val_f1-0.8145, val_pre-0.7682, val_rec-0.8667, val_rocauc-0.8572, val_prc-0.8718,val_pcc-0.6530,val_loss-0.0187 
2025-09-18 19:27:51 - INFO - epoch-55, loss-0.0205, val_acc-0.7912,val_f1-0.8175, val_pre-0.8196, val_rec-0.8154, val_rocauc-0.8620, val_prc-0.8780,val_pcc-0.6533,val_loss-0.0189 
2025-09-18 19:27:59 - INFO - epoch-56, loss-0.0204, val_acc-0.7912,val_f1-0.8193, val_pre-0.8131, val_rec-0.8256, val_rocauc-0.8573, val_prc-0.8733,val_pcc-0.6541,val_loss-0.0194 
2025-09-18 19:28:09 - INFO - epoch-57, loss-0.0204, val_acc-0.7824,val_f1-0.8131, val_pre-0.8010, val_rec-0.8256, val_rocauc-0.8611, val_prc-0.8761,val_pcc-0.6567,val_loss-0.0188 
2025-09-18 19:28:19 - INFO - epoch-58, loss-0.0203, val_acc-0.7647,val_f1-0.8140, val_pre-0.7447, val_rec-0.8974, val_rocauc-0.8615, val_prc-0.8740,val_pcc-0.6548,val_loss-0.0191 
